BPC_No;Configurat;Enabled;Grounded;PoleMateri;OperatingV;PoleStruct;PoleSuppor;PoleType;SUBTYPE;ServicesO;SizeForCon;VoltageFor;WoNumber;WireSuppor;PoleHeight;WirestayNo;DualStatus;ServicesU;Services3p;ServicesU1;ID
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000446327;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000460860;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole;1;50 sqmm;1;0000460860;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;0000468945;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000468945;No Stay;9;No Wire stay;7;None; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;INTER/ANGLE;Strut Pole;Dual;Pole; ;50/50 sqmm;7;0000428756;No Stay;11;1 Wire stay;2;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50/50 sqmm;1;0000428756;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Double Strut Pole;LV;Pole; ;50 sqmm;1;0000428756;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000428756;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000428756;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;FALSE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000397177;No Stay;9;1 Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000450385;No Stay;9;1 Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000450401;No Stay;9;1 Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000461546;No Stay;9;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;00005104477;No Stay;9;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0005098509;No Stay;9;No Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0005098509;No Stay;9;1 Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0005098509;No Stay;9;No Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0005098509;No Stay;9;1 Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;0005098509;No Stay;9;1 Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000426307;No Stay;9;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000426307;No Stay;9;1 Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000428130;No Stay;9;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000428130;No Stay;9;1 Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000428130;No Stay;9;1 Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000428130;No Stay;9;1 Wire stay;3;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;1;50 sqmm;1;0000408662;No Stay;9;1 Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000411013;No Stay;9;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000411736;No Stay;9;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;00004120003;No Stay;9;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1; 0000412141;No Stay;9;No Wire stay;1;1; ; ;0
 ;ABC;FALSE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000420043;No Stay;9;No Wire stay;1;None; ; ;0
 ;ABC;FALSE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000420043;No Stay;9;No Wire stay;1;1; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;1;0005106326;No Stay;11;1 Wire stay;1;1; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;T/OFF;None;Dual;Pole; ;25/50 sqmm;1;0005106326;Out Rigger Stay;11;1 Wire stay;1;None; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;1;0005106326;No Stay;11;No Wire stay;1;None; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;25/50 sqmm;1;0005106326;Out Rigger Stay;11;1 Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;0000405700;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000405700;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000405700;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000405700;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000405700;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;0000405835;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000405840;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC/3BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole;1;50/50 sqmm;7;0000414770;No Stay;11;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000428747;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000433343;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000433343;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000433343;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000445902;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000445902;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000445902;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000445902;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000445902;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000445915;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;1;50 sqmm;1;0000445915;No Stay;9;2 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000446174;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000446174;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;1;50 sqmm;1;0000453423;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1; ;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1; ;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;50/50 sqmm;7;0000459901;No Stay;11;1 Wire stay;1;1; ; ;0
 ;ABC/3BC;TRUE;NO;Wood;400;INTERMEDIATE;None;Dual;Pole; ;50/50 sqmm;7;0000460136;No Stay;11;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;7;0000460136;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;7;0000460136;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;7;0000460136;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;00000460139;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000460293;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000369267;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;0000422802;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;1;50 sqmm;1;0000448626;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;0000448626;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000423455;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000423455;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000423455;No Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000427166;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;0000427166;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000440602;No Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000442061;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000442061;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000442061;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000442061;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;0000448008;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000448008;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000448811;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000448811;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;4WAY;Strut Pole;LV;Pole; ;50 sqmm;1;0000448811;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;0000467253;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000476864;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000427155;No Stay;9;1 Wire stay;7;none; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000427155;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000427155;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000474073;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000474073;No Stay;9;1 Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000471165;No Stay;9;No Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000471165;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;2;50 sqmm;1;0000420388;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;2;50 sqmm;1;0000420388;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NONE;50 sqmm;1;0000467755;No Stay;9;No Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;0000467755;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;0000467755;No Stay;9;1 Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000467755;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000467755;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000471112;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000471112;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000471112;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000471112;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;0000473487;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;0000473487;Out Rigger Stay;9;No Wire stay;7;2; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;NONE;50 sqmm;1;0000473487;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;0000473487;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000473487;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000473487;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;0000471256;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;0000471256;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;0000471256;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;0000471256;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000471256;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000472408;No Stay;9;No Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole;NONE;50 sqmm;1;0000472408;No Stay;9;No Wire stay;7;2; ; ;0
NOBE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NOBE;50 sqmm;1;0000472352;No Stay;9;No Wire stay;7;None; ; ;0
NOBE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NOBE;50 sqmm;1;0000472352;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
NOBE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NOBE;50 sqmm;1;0000472352;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NONE;50 sqmm;1;0000472335;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000472335;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000472335;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000472298;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NONE;50 sqmm;1;0000472298;No Stay;9;1 Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000472298;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;NONE;50 sqmm;1;0000472287;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000472287;No Stay;9;No Wire stay;7;2; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000472300;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000472300;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000472300;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000472300;No Stay;9;1 Wire stay;7;2; ; ;0
NONE;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole;NONE;50 sqmm;1;0000472300;No Stay;9;No Wire stay;7;2; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000472325;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;4WAY;None;LV;Pole;NONE;50 sqmm;1;0000472325;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000472325;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole;NONE;50 sqmm;1;0000472343;No Stay;9;No Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;0000472343;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000472318;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NONE;50 sqmm;1;0000472318;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000472318;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000472296;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NONE;50 sqmm;1;0000472296;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;0000472296;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000472296;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole;NONE;50 sqmm;1;0000472339;No Stay;9;No Wire stay;7;3; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000472339;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000472315;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000472315;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000472315;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;NONE;50 sqmm;1;0000472315;No Stay;9;1 Wire stay;7;2; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000472307;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;T/OFF;Double Strut Pole;LV;Pole;NONE;50 sqmm;1;0000472307;No Stay;9;No Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NONE;50 sqmm;1;0000472307;No Stay;9;No Wire stay;7;None; ; ;0
NONE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NONE;50 sqmm;1;0000472301;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000472301;No Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000472301;No Stay;9;1 Wire stay;7;1; ; ;0
