BPC_No;Configurat;Enabled;Grounded;PoleMateri;OperatingV;PoleStruct;PoleSuppor;PoleType;SUBTYPE;ServicesO;SizeForCon;VoltageFor;WoNumber;WireSuppor;PoleHeight;WirestayNo;DualStatus;ServicesU;Services3p;ServicesU1;ID
N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;None;HV;Pole;00;25 sqmm;3;0005099547;No Stay;11;1 Wire stay;7;None; ; ;0
N/A;3BC/ABC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole;01;25/50 sqmm;7;0005099547;No Stay;11;1 Wire stay;1;1; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;None;HV;Pole;00;25 sqmm;3;0005099547;Out Rigger Stay;11;1 Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;HV;Pole;00;25 sqmm;3;0005099547;No Stay;11;No Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTER/ANGLE;None;HV;Pole;00;25 sqmm;3;0005099547;Out Rigger Stay;11;No Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;HV;Pole;00;25 sqmm;3;0005099547;No Stay;11;No Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;Strut Pole;HV;Pole;00;25 sqmm;3;0005099547;No Stay;11;1 Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;None;HV;Pole;00;25 sqmm;3;0005099547;Out Rigger Stay;11;No Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;Strut Pole;HV;Pole;00;25 sqmm;3;0005099547;No Stay;11;No Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTER/ANGLE;None;HV;Pole;00;25 sqmm;3;0005099547;No Stay;11;1 Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;HV;Pole;00;25 sqmm;3;0005099547;No Stay;11;No Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTER/ANGLE;None;HV;Pole;00;25 sqmm;3;0005099547;No Stay;11;1 Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTER/ANGLE;None;HV;Pole;00;25 sqmm;3;0005099547;No Stay;11;1 Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;None;HV;Pole;00;25 sqmm;3;0005099547;No Stay;11;1 Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;HV;Pole;00;25 sqmm;3;0005099547;No Stay;11;No Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;HV;Pole;00;25 sqmm;3;0005099547;No Stay;11;No Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTER/ANGLE;None;HV;Pole;00;25 sqmm;3;0005099547;Out Rigger Stay;11;No Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;Strut Pole;HV;Pole;00;25 sqmm;3;0005099547;No Stay;11;1 Wire stay;7;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;None;HV;Pole;00;50 sqmm;3;0005099799;No Stay;13;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000475614;No Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;3;50 sqmm;1;0000427719;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000430633;Out Rigger Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000399884;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000414508;No Stay;9;No Wire stay;7;3; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000419675;Out Rigger Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000428445;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000430952;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000430996;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000431099;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000483336;Out Rigger Stay;9;No Wire stay;7;3; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000446027;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000446027;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000446027;No Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;FALSE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000446038;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;FALSE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000446038;No Stay;9;No Stay;7;2; ; ;0
1;ABC;TRUE;NO;WOOD;400;INTERMEDIATE;NONE;LV;POLE;0;50 sqmm;1;0000395645;No Stay;9;0;7;1; ; ;0
EX;ABC;TRUE;YES;WOOD;400;INTERMEDIATE;NONE;LV;POLE;0;50 sqmm;1;0000395645;No Stay;9;0;7;2; ; ;0
EX;ABC;TRUE;NO;WOOD;400;INTERMEDIATE;NONE;LV;POLE;0;50 sqmm;1;0000395645;No Stay;9;0;7;2; ; ;0
EX;ABC;TRUE;YES;WOOD;400;TERMINAL;NONE;LV;POLE;0;50 sqmm;1;0000396193;No Stay;9;1;7;2; ; ;0
2;ABC;TRUE;YES;WOOD;400;TERMINAL;NONE;LV;POLE;0;50 sqmm;1;0000400207;No Stay;9;1;0;1; ; ;0
EX;ABC;TRUE;YES;WOOD;400;T/OFF;1;LV;POLE;0;50 sqmm;1;0000400207;No Stay;9;0;0;1; ; ;0
1;ABC;TRUE;NO;WOOD;400;INTERMEDIATE;NONE;LV;POLE;0;50 sqmm;1;0000400207;No Stay;9;0;0;0; ; ;0
1;ABC;TRUE;YES;WOOD;400;TERMINAL;NONE;LV;POLE;0;50 sqmm;1;0000434516;No Stay;9;1;7;1; ; ;0
EX;ABC;TRUE;YES;WOOD;400;T/OFF;1;LV;POLE;0;50 sqmm;1;0000434516;No Stay;9;1;7;0; ; ;0
None;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;0000418150;No Stay;11;1 Wire stay;7;None; ; ;0
None;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000418150;Out Rigger Stay;11;No Wire stay;7;1; ; ;0
None;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000418150;No Stay;9;No Wire stay;7;None; ; ;0
None;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000418150;No Stay;9;1 Wire stay;7;None; ; ;0
None;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000418150;No Stay;9;1 Wire stay;7;None; ; ;0
None;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000418150;No Stay;9;1 Wire stay;7;1; ; ;0
None;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000418150;No Stay;9;No Wire stay;7;None; ; ;0
None;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole;0;50/50 sqmm;7;0000429695;No Stay;11;1 Wire stay;1;1; ; ;0
None;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole;0;50/50 sqmm;7;0000429695;Out Rigger Stay;11;1 Wire stay;4;1; ; ;0
None;ABC/3BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;0000446842;No Stay;11;No Wire stay;1;1; ; ;0
None;ABC/3BC;TRUE;NO;Wood;11000;INTER/ANGLE;None;Dual;Pole;0;50/50 sqmm;7;0000446842;No Stay;11;2 Wire stay;4;None; ; ;0
None;ABC;TRUE;NO;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000446842;No Stay;9;1 Wire stay;7;1; ; ;0
None;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;Strut Pole;Dual;Pole;0;50/50 sqmm;7;0000470127;No Stay;11;1 Wire stay;2;None; ; ;0
None;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000417575;No Stay;9;1 Wire stay;7;None; ; ;0
None;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000417575;Out Rigger Stay;9;1 Wire stay;7;2; ; ;0
None;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000466994;No Stay;9;No Wire stay;7;1; ; ;0
None;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000466994;No Stay;9;1 Wire stay;7;1; ; ;0
None;ABC/3BC;TRUE;NO;Wood;11000;INTER/ANGLE;None;Dual;Pole;0;50/50 sqmm;7;0000472362;Out Rigger Stay;11;No Wire stay;1;None; ; ;0
None;ABC/3BC;TRUE;NO;Wood;11000;STRAIN;None;Dual;Pole;0;50/50 sqmm;7;0000472362;No Stay;11;1 Wire stay;1;1; ; ;0
None;ABC/3BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;0020408989;No Stay;11;No Wire stay;1;2; ; ;0
None;ABC/3BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;0020408989;No Stay;11;No Wire stay;1;None; ; ;0
None;ABC/3BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;0020408989;No Stay;11;No Wire stay;1;None; ; ;0
None;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole;0;50/50 sqmm;7;0020408989;No Stay;11;2 Wire stay;4;1; ; ;0
None;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000472356;No Stay;9;No Wire stay;7;None; ; ;0
None;ABC;TRUE;TEMPERED;Wood;400;4WAY;None;LV;Pole;0;50 sqmm;1;0000472356;No Stay;9;No Wire stay;7;None; ; ;0
None;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000472356;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole;1;50 sqmm;1;0000406942;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;420008;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;420008;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC/3BC;TRUE;YES;Wood;400;INTER/ANGLE;None;Dual;Pole; ;50/100 sqmm;1;420008;No Stay;11;2 Wire stay;7;None; ; ;0
 ;ABC/3BC;TRUE;YES;Wood;400;INTERMEDIATE;None;Dual;Pole; ;50/100 sqmm;1;420008;No Stay;11;No Wire stay;7;None; ; ;0
 ;ABC/3BC;TRUE;YES;Wood;400;T/OFF;Strut Pole;Dual;Pole; ;50/100 sqmm;1;420008;No Stay;11;No Wire stay;7;None; ; ;0
 ;ABC/3BC;TRUE;YES;Wood;400;INTER/ANGLE;None;Dual;Pole; ;50 sqmm;1;432223;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;432223;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC/3BC;TRUE;YES;Wood;400;INTER/ANGLE;None;Dual;Pole; ;50/100 sqmm;1;471093;No Stay;11;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;471837;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;471837;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;1;50 sqmm;1;477055;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;477180;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;429449;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;429449;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC; ;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;473737;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000406552;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000406552;No Stay;11;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000406552;No Stay;11;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000406552;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000406552;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000472909;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;0000410808;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;1;50 sqmm;1;0000447469;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;Service Support;Pole;1;50 sqmm;1;0000447469;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000456699;Out Rigger Stay;11;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000456699;Out Rigger Stay;11;2 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000458623;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000458623;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000459153;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000459153;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000459153;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000459163;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000459163;Out Rigger Stay;9;2 Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000459163;Out Rigger Stay;9;2 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000459163;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000459175;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000459623;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000459623;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000459623;Out Rigger Stay;9;2 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000459623;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000459713;Out Rigger Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000459725;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000459733;Out Rigger Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000464235;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000451798;Out Rigger Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000452765;Out Rigger Stay;9;2 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000452768;Out Rigger Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000452809;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;1;0000452943;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000452955;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;T/OFF;None;Dual;Pole; ;50 sqmm;1;0000452957;No Stay;11;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000452957;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000452958;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000407988;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000407988;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000457303;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000457303;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000457303;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000457365;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000457365;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000457365;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;50/50 sqmm;7;0000467318;No Stay;11;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000392136;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000392136;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000392136;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000392136;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC/3BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50/50 sqmm;7;0000462214;No Stay;11;No Wire stay;1;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000439162;No Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000439187;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000439187;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000439187;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;Strut Pole;Dual;Pole; ;50 sqmm;7;0000462422;No Stay;11;1 Wire stay;4;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000397539;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000397539;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000397539;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000397539;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000397539;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000397539;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000397539;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000410707;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000410707;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000416060;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000416060;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000416060;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;1;50 sqmm;1;0000416062;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000416062;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000416062;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC/3BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50/50 sqmm;7;0000436110;No Stay;11;No Wire stay;2;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000436110;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000439378;No Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000442474;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000442474;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000443318;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000443318;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000443318;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000443318;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000454459;No Stay;9;No Wire stay;7;2; ; ;0
