FID;Loading_Month;BPC_No;Configurat;Enabled;Grounded;PoleMateri;OperatingV;PoleStruct;PoleSuppor;PoleType;SUBTYPE;ServicesO;SizeForCon;VoltageFor;WoNumber;WireSuppor;PoleHeight;WirestayNo;DualStatus;ServicesU;Services3p;ServicesU1;ID
159;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0;No Stay;9;1 Wire stay;7;None; ; ;0
160;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0;No Stay;9;1 Wire stay;7;None; ; ;0
161;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0;No Stay;9;1 Wire stay;7;None; ; ;0
162;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0;No Stay;9;No Wire stay;7;None; ; ;0
163;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0;No Stay;9;No Wire stay;7;None; ; ;0
164;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0;No Stay;9;1 Wire stay;7;None; ; ;0
165;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0;No Stay;9;1 Wire stay;7;None; ; ;0
166;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0;No Stay;9;1 Wire stay;7;1; ; ;0
167;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0;No Stay;9;1 Wire stay;7;2; ; ;0
168;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;5099812;No Stay;9;1 Wire stay;7;1; ; ;0
169;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;5099812;No Stay;9;No Wire stay;7;None; ; ;0
170;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;5099812;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
171;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;5099812;No Stay;9;No Wire stay;7;None; ; ;0
172;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;5099812;No Stay;9;1 Wire stay;7;1; ; ;0
173;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;None;HV;Pole;0;25 sqmm;3;5099547;No Stay;11;1 Wire stay;7;None; ; ;0
174;May;N/A;3BC/ABC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole;1;25/50 sqmm;7;5099547;No Stay;11;1 Wire stay;1;1; ; ;0
175;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;None;HV;Pole;0;25 sqmm;3;5099547;Out Rigger Stay;11;1 Wire stay;7;None; ; ;0
176;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;HV;Pole;0;25 sqmm;3;5099547;No Stay;11;No Wire stay;7;None; ; ;0
177;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTER/ANGLE;None;HV;Pole;0;25 sqmm;3;5099547;Out Rigger Stay;11;No Wire stay;7;None; ; ;0
178;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;HV;Pole;0;25 sqmm;3;5099547;No Stay;11;No Wire stay;7;None; ; ;0
179;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;Strut Pole;HV;Pole;0;25 sqmm;3;5099547;No Stay;11;1 Wire stay;7;None; ; ;0
180;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;None;HV;Pole;0;25 sqmm;3;5099547;Out Rigger Stay;11;No Wire stay;7;None; ; ;0
181;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;Strut Pole;HV;Pole;0;25 sqmm;3;5099547;No Stay;11;No Wire stay;7;None; ; ;0
182;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTER/ANGLE;None;HV;Pole;0;25 sqmm;3;5099547;No Stay;11;1 Wire stay;7;None; ; ;0
183;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;HV;Pole;0;25 sqmm;3;5099547;No Stay;11;No Wire stay;7;None; ; ;0
184;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTER/ANGLE;None;HV;Pole;0;25 sqmm;3;5099547;No Stay;11;1 Wire stay;7;None; ; ;0
185;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTER/ANGLE;None;HV;Pole;0;25 sqmm;3;5099547;No Stay;11;1 Wire stay;7;None; ; ;0
186;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;None;HV;Pole;0;25 sqmm;3;5099547;No Stay;11;1 Wire stay;7;None; ; ;0
187;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;HV;Pole;0;25 sqmm;3;5099547;No Stay;11;No Wire stay;7;None; ; ;0
188;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;HV;Pole;0;25 sqmm;3;5099547;No Stay;11;No Wire stay;7;None; ; ;0
189;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTER/ANGLE;None;HV;Pole;0;25 sqmm;3;5099547;Out Rigger Stay;11;No Wire stay;7;None; ; ;0
190;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;Strut Pole;HV;Pole;0;25 sqmm;3;5099547;No Stay;11;1 Wire stay;7;None; ; ;0
191;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;STRAIN;None;HV;Pole;0;50 sqmm;3;5099799;No Stay;13;No Wire stay;7;None; ; ;0
192;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;475614;No Stay;9;1 Wire stay;7;2; ; ;0
193;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;3;50 sqmm;1;427719;No Stay;9;1 Wire stay;7;1; ; ;0
194;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;430633;Out Rigger Stay;9;No Wire stay;7;2; ; ;0
195;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;399884;No Stay;9;No Wire stay;7;2; ; ;0
196;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;414508;No Stay;9;No Wire stay;7;3; ; ;0
197;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;419675;Out Rigger Stay;9;No Wire stay;7;2; ; ;0
198;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;428445;No Stay;9;No Wire stay;7;2; ; ;0
199;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;430952;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
200;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;430996;No Stay;9;No Wire stay;7;2; ; ;0
201;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;431099;No Stay;9;No Wire stay;7;1; ; ;0
202;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;483336;Out Rigger Stay;9;No Wire stay;7;3; ; ;0
203;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;446027;No Stay;9;No Wire stay;7;1; ; ;0
204;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;446027;No Stay;9;1 Wire stay;7;1; ; ;0
205;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;446027;No Stay;9;1 Wire stay;7;2; ; ;0
206;May; ;ABC;FALSE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;446038;No Stay;9;1 Wire stay;7;1; ; ;0
207;May; ;ABC;FALSE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;446038;No Stay;9;No Stay;7;2; ; ;0
208;May;1;ABC;TRUE;NO;WOOD;400;INTERMEDIATE;NONE;LV;POLE;0;50 sqmm;1;395645;No Stay;9;0;7;1; ; ;0
209;May;EX;ABC;TRUE;YES;WOOD;400;INTERMEDIATE;NONE;LV;POLE;0;50 sqmm;1;395645;No Stay;9;0;7;2; ; ;0
210;May;EX;ABC;TRUE;NO;WOOD;400;INTERMEDIATE;NONE;LV;POLE;0;50 sqmm;1;395645;No Stay;9;0;7;2; ; ;0
211;May;EX;ABC;TRUE;YES;WOOD;400;TERMINAL;NONE;LV;POLE;0;50 sqmm;1;396193;No Stay;9;1;7;2; ; ;0
212;May;2;ABC;TRUE;YES;WOOD;400;TERMINAL;NONE;LV;POLE;0;50 sqmm;1;400207;No Stay;9;1;0;1; ; ;0
213;May;EX;ABC;TRUE;YES;WOOD;400;T/OFF;1;LV;POLE;0;50 sqmm;1;400207;No Stay;9;0;0;1; ; ;0
214;May;1;ABC;TRUE;NO;WOOD;400;INTERMEDIATE;NONE;LV;POLE;0;50 sqmm;1;400207;No Stay;9;0;0;0; ; ;0
215;May;1;ABC;TRUE;YES;WOOD;400;TERMINAL;NONE;LV;POLE;0;50 sqmm;1;434516;No Stay;9;1;7;1; ; ;0
216;May;EX;ABC;TRUE;YES;WOOD;400;T/OFF;1;LV;POLE;0;50 sqmm;1;434516;No Stay;9;1;7;0; ; ;0
217;May;None;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;418150;No Stay;11;1 Wire stay;7;None; ; ;0
218;May;None;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;418150;Out Rigger Stay;11;No Wire stay;7;1; ; ;0
219;May;None;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;418150;No Stay;9;No Wire stay;7;None; ; ;0
220;May;None;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;418150;No Stay;9;1 Wire stay;7;None; ; ;0
221;May;None;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;418150;No Stay;9;1 Wire stay;7;None; ; ;0
222;May;None;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;418150;No Stay;9;1 Wire stay;7;1; ; ;0
223;May;None;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;418150;No Stay;9;No Wire stay;7;None; ; ;0
224;May;None;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole;0;50/50 sqmm;7;429695;No Stay;11;1 Wire stay;1;1; ; ;0
225;May;None;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole;0;50/50 sqmm;7;429695;Out Rigger Stay;11;1 Wire stay;4;1; ; ;0
226;May;None;ABC/3BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;446842;No Stay;11;No Wire stay;1;1; ; ;0
227;May;None;ABC/3BC;TRUE;NO;Wood;11000;INTER/ANGLE;None;Dual;Pole;0;50/50 sqmm;7;446842;No Stay;11;2 Wire stay;4;None; ; ;0
228;May;None;ABC;TRUE;NO;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;446842;No Stay;9;1 Wire stay;7;1; ; ;0
229;May;None;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;Strut Pole;Dual;Pole;0;50/50 sqmm;7;470127;No Stay;11;1 Wire stay;2;None; ; ;0
230;May;None;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;417575;No Stay;9;1 Wire stay;7;None; ; ;0
231;May;None;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;417575;Out Rigger Stay;9;1 Wire stay;7;2; ; ;0
232;May;None;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;466994;No Stay;9;No Wire stay;7;1; ; ;0
233;May;None;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;466994;No Stay;9;1 Wire stay;7;1; ; ;0
234;May;None;ABC/3BC;TRUE;NO;Wood;11000;INTER/ANGLE;None;Dual;Pole;0;50/50 sqmm;7;472362;Out Rigger Stay;11;No Wire stay;1;None; ; ;0
235;May;None;ABC/3BC;TRUE;NO;Wood;11000;STRAIN;None;Dual;Pole;0;50/50 sqmm;7;472362;No Stay;11;1 Wire stay;1;1; ; ;0
236;May;None;ABC/3BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;20408989;No Stay;11;No Wire stay;1;2; ; ;0
237;May;None;ABC/3BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;20408989;No Stay;11;No Wire stay;1;None; ; ;0
238;May;None;ABC/3BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;20408989;No Stay;11;No Wire stay;1;None; ; ;0
239;May;None;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole;0;50/50 sqmm;7;20408989;No Stay;11;2 Wire stay;4;1; ; ;0
240;May;None;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;472356;No Stay;9;No Wire stay;7;None; ; ;0
241;May;None;ABC;TRUE;TEMPERED;Wood;400;4WAY;None;LV;Pole;0;50 sqmm;1;472356;No Stay;9;No Wire stay;7;None; ; ;0
242;May;None;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;472356;No Stay;9;1 Wire stay;7;1; ; ;0
243;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole;1;50 sqmm;1;406942;No Stay;9;No Wire stay;7;1; ; ;0
244;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;1; ; ;0
245;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;420008;No Stay;9;1 Wire stay;7;None; ; ;0
246;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;420008;No Stay;9;No Wire stay;7;None; ; ;0
247;May; ;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;50/100 sqmm;1;420008;No Stay;11;2 Wire stay;7;None; ; ;0
248;May; ;ABC/3BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50/100 sqmm;1;420008;No Stay;11;No Wire stay;7;None; ; ;0
249;May; ;ABC/3BC;TRUE;YES;Wood;11000;T/OFF;Strut Pole;Dual;Pole; ;50/100 sqmm;1;420008;No Stay;11;No Wire stay;7;None; ; ;0
250;May; ;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;50 sqmm;1;432223;No Stay;9;1 Wire stay;7;None; ; ;0
251;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;432223;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
252;May; ;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;50/100 sqmm;1;471093;No Stay;11;No Wire stay;7;1; ; ;0
253;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;471837;No Stay;9;No Wire stay;7;None; ; ;0
254;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;471837;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
255;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;1;50 sqmm;1;477055;No Stay;9;1 Wire stay;7;1; ; ;0
256;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;477180;No Stay;9;No Wire stay;7;1; ; ;0
257;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;429449;No Stay;9;1 Wire stay;7;1; ; ;0
258;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;429449;No Stay;9;1 Wire stay;7;1; ; ;0
259;May; ;ABC; ;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;473737;No Stay;9;No Wire stay;7;2; ; ;0
260;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;406552;No Stay;9;No Wire stay;7;None; ; ;0
261;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;406552;No Stay;11;No Wire stay;7;None; ; ;0
262;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;406552;No Stay;11;No Wire stay;7;None; ; ;0
263;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;406552;No Stay;9;No Wire stay;7;None; ; ;0
264;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;406552;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
265;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;472909;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
266;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;410808;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
267;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;1;50 sqmm;1;447469;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
268;May; ;AIRDUCT;TRUE;YES;Wood;240;INTER/ANGLE;None;Support;Pole;1;50 sqmm;1;447469;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
269;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;456699;Out Rigger Stay;11;1 Wire stay;7;None; ; ;0
270;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;456699;Out Rigger Stay;11;2 Wire stay;7;1; ; ;0
271;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;458623;No Stay;9;No Wire stay;7;1; ; ;0
272;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;458623;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
273;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;459153;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
274;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;459153;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
275;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;459153;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
276;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;459163;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
277;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;459163;Out Rigger Stay;9;2 Wire stay;7;None; ; ;0
278;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;459163;Out Rigger Stay;9;2 Wire stay;7;None; ; ;0
279;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;459163;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
280;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;459175;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
281;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;459623;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
282;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;459623;No Stay;9;No Wire stay;7;None; ; ;0
283;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;459623;Out Rigger Stay;9;2 Wire stay;7;None; ; ;0
284;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;459623;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
285;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;459713;Out Rigger Stay;9;1 Wire stay;7;2; ; ;0
286;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;459725;No Stay;9;No Wire stay;7;1; ; ;0
287;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;459733;Out Rigger Stay;9;1 Wire stay;7;2; ; ;0
288;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;464235;No Stay;9;No Wire stay;7;1; ; ;0
289;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;451798;Out Rigger Stay;9;1 Wire stay;7;2; ; ;0
290;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;452765;Out Rigger Stay;9;2 Wire stay;7;None; ; ;0
291;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;452768;Out Rigger Stay;9;1 Wire stay;7;2; ; ;0
292;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;452809;No Stay;9;No Wire stay;7;2; ; ;0
293;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;1;452943;No Stay;9;No Wire stay;7;1; ; ;0
294;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;452955;No Stay;9;No Wire stay;7;1; ; ;0
295;May; ;ABC;TRUE;NO;Wood;11000;T/OFF;None;Dual;Pole; ;50 sqmm;1;452957;No Stay;11;No Wire stay;7;None; ; ;0
296;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;452957;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
297;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;452958;No Stay;9;No Wire stay;7;1; ; ;0
298;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;407988;No Stay;9;No Wire stay;7;1; ; ;0
299;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;407988;No Stay;9;1 Wire stay;7;1; ; ;0
300;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;457303;No Stay;9;1 Wire stay;7;None; ; ;0
301;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;457303;No Stay;9;No Wire stay;7;None; ; ;0
302;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;457303;No Stay;9;1 Wire stay;7;1; ; ;0
303;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;457365;No Stay;9;1 Wire stay;7;None; ; ;0
304;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;457365;No Stay;9;No Wire stay;7;None; ; ;0
305;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;457365;No Stay;9;1 Wire stay;7;1; ; ;0
306;May; ;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;50/50 sqmm;7;467318;No Stay;11;No Wire stay;1;1; ; ;0
307;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;392136;No Stay;9;1 Wire stay;7;None; ; ;0
308;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;392136;No Stay;9;No Wire stay;7;None; ; ;0
309;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;392136;No Stay;9;No Wire stay;7;None; ; ;0
310;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;392136;No Stay;9;1 Wire stay;7;1; ; ;0
311;May; ;ABC/3BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50/50 sqmm;7;462214;No Stay;11;No Wire stay;1;2; ; ;0
312;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;439162;No Stay;9;1 Wire stay;7;2; ; ;0
313;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;439187;No Stay;9;1 Wire stay;7;None; ; ;0
314;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;439187;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
315;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;439187;No Stay;9;1 Wire stay;7;1; ; ;0
316;May; ;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;Strut Pole;Dual;Pole; ;50 sqmm;7;462422;No Stay;11;1 Wire stay;4;1; ; ;0
317;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;397539;No Stay;9;No Wire stay;7;None; ; ;0
318;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;397539;No Stay;9;1 Wire stay;7;None; ; ;0
319;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;397539;No Stay;9;No Wire stay;7;None; ; ;0
320;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;397539;No Stay;9;No Wire stay;7;None; ; ;0
321;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;397539;No Stay;9;1 Wire stay;7;None; ; ;0
322;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;397539;No Stay;9;No Wire stay;7;None; ; ;0
323;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;397539;No Stay;9;1 Wire stay;7;1; ; ;0
