FID;Loading_Month;BPC_No;Configurat;Enabled;Grounded;PoleMateri;OperatingV;PoleStruct;PoleSuppor;PoleType;SUBTYPE;ServicesO;SizeForCon;VoltageFor;WoNumber;WireSuppor;PoleHeight;WirestayNo;DualStatus;ServicesU;Services3p;ServicesU1;ID
488;May; ;ABC; ;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;477400;No Stay;9;1 Wire stay;7;1; ; ;0
489;May; ;ABC; ;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;478550;No Stay;9;No Wire stay;7;1; ; ;0
490;May;grace jose;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;447942;No Stay;9;1 Wire stay;7;1; ; ;0
491;May;GRACE JOSE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50sqm;1; ;No Stay;9;1 wire saty;7;0; ; ;0
492;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;1;50 sqmm;1;442313;No Stay;9;1 Wire stay;7;None; ; ;0
493;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;442313;Out Rigger Stay;9;No Wire stay;7;2; ; ;0
494;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;456581;No Stay;9;No Wire stay;7;1; ; ;0
495;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;456581;No Stay;9;1 Wire stay;7;1; ; ;0
496;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1; ;No Stay;9;1 Wire stay;7;1; ; ;0
497;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;458981;No Stay;9;1 Wire stay;7;1; ; ;0
498;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;424562;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
499;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;424562;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
500;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;424562;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
501;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;422517;No Stay;9;No Wire stay;7;1; ; ;0
502;May; ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole;1;50/50 sqmm;7;422517;No Stay;11;No Wire stay;2;None; ; ;0
503;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;454711;No Stay;9;1 Wire stay;7;1; ; ;0
504;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;454711;No Stay;9;No Wire stay;7;1; ; ;0
505;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;442436;No Stay;9;No Wire stay;7;None; ; ;0
506;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;442436;No Stay;9;No Wire stay;7;1; ; ;0
507;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;442440;No Stay;9;No Wire stay;7;1; ; ;0
508;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;442440;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
509;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;446327;No Stay;9;No Wire stay;7;1; ; ;0
510;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;446327;No Stay;9;No Wire stay;7;1; ; ;0
511;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;460860;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
512;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole;1;50 sqmm;1;460860;No Stay;9;No Wire stay;7;1; ; ;0
513;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;468945;No Stay;9;No Wire stay;7;1; ; ;0
514;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;468945;No Stay;9;No Wire stay;7;None; ; ;0
515;May; ;3BC/ABC;TRUE;YES;Wood;11000;INTER/ANGLE;Strut Pole;Dual;Pole; ;50/50 sqmm;7;428756;No Stay;11;1 Wire stay;2;None; ; ;0
516;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50/50 sqmm;1;428756;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
517;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Double Strut Pole;LV;Pole; ;50 sqmm;1;428756;No Stay;9;No Wire stay;7;None; ; ;0
518;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;428756;No Stay;9;No Wire stay;7;None; ; ;0
519;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;428756;No Stay;9;1 Wire stay;7;1; ; ;0
520;May; ;ABC;FALSE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;397177;No Stay;9;1 Wire stay;1;1; ; ;0
521;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;450385;No Stay;9;1 Wire stay;1;1; ; ;0
522;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;450401;No Stay;9;1 Wire stay;1;1; ; ;0
523;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;461546;No Stay;9;No Wire stay;1;1; ; ;0
524;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;5104477;No Stay;9;No Wire stay;1;1; ; ;0
525;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;5098509;No Stay;9;No Wire stay;1;None; ; ;0
526;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;5098509;No Stay;9;1 Wire stay;1;None; ; ;0
527;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;5098509;No Stay;9;No Wire stay;1;None; ; ;0
528;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;5098509;No Stay;9;1 Wire stay;1;None; ; ;0
529;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;5098509;No Stay;9;1 Wire stay;1;1; ; ;0
530;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;426307;No Stay;9;No Wire stay;1;1; ; ;0
531;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;426307;No Stay;9;1 Wire stay;1;1; ; ;0
532;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;428130;No Stay;9;No Wire stay;1;1; ; ;0
533;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;428130;No Stay;9;1 Wire stay;1;None; ; ;0
534;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;428130;No Stay;9;1 Wire stay;1;None; ; ;0
535;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;428130;No Stay;9;1 Wire stay;3;None; ; ;0
536;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;1;50 sqmm;1;408662;No Stay;9;1 Wire stay;1;1; ; ;0
537;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;411013;No Stay;9;No Wire stay;1;1; ; ;0
538;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;411736;No Stay;9;No Wire stay;1;1; ; ;0
539;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;4120003;No Stay;9;No Wire stay;1;1; ; ;0
540;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;412141;No Stay;9;No Wire stay;1;1; ; ;0
541;May; ;ABC;FALSE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;420043;No Stay;9;No Wire stay;1;None; ; ;0
542;May; ;ABC;FALSE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;420043;No Stay;9;No Wire stay;1;1; ; ;0
543;May; ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;1;5106326;No Stay;11;1 Wire stay;1;1; ; ;0
544;May; ;3BC/ABC;TRUE;YES;Wood;11000;T/OFF;None;Dual;Pole; ;25/50 sqmm;1;5106326;Out Rigger Stay;11;1 Wire stay;1;None; ; ;0
545;May; ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;1;5106326;No Stay;11;No Wire stay;1;None; ; ;0
546;May; ;3BC/ABC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;25/50 sqmm;1;5106326;Out Rigger Stay;11;1 Wire stay;1;None; ; ;0
547;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;405700;No Stay;9;No Wire stay;7;1; ; ;0
548;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;405700;No Stay;9;No Wire stay;7;None; ; ;0
549;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;405700;No Stay;9;1 Wire stay;7;None; ; ;0
550;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;405700;No Stay;9;No Wire stay;7;None; ; ;0
551;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;405700;No Stay;9;No Wire stay;7;1; ; ;0
552;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;405835;No Stay;9;No Wire stay;7;2; ; ;0
553;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;405840;No Stay;9;No Wire stay;7;1; ; ;0
554;May; ;ABC/3BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole;1;50/50 sqmm;7;414770;No Stay;11;No Wire stay;1;1; ; ;0
555;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;428747;No Stay;9;No Wire stay;7;1; ; ;0
556;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;433343;No Stay;9;1 Wire stay;7;1; ; ;0
557;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;433343;No Stay;9;No Wire stay;7;None; ; ;0
558;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;433343;No Stay;9;No Wire stay;7;1; ; ;0
559;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;445902;No Stay;9;No Wire stay;7;None; ; ;0
560;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;445902;No Stay;9;No Wire stay;7;None; ; ;0
561;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;445902;No Stay;9;No Wire stay;7;1; ; ;0
562;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;445902;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
563;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;445902;No Stay;9;1 Wire stay;7;1; ; ;0
564;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;445915;No Stay;9;1 Wire stay;7;1; ; ;0
565;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;1;50 sqmm;1;445915;No Stay;9;2 Wire stay;7;None; ; ;0
566;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;446174;No Stay;9;1 Wire stay;7;1; ; ;0
567;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;446174;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
568;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;1;50 sqmm;1;453423;No Stay;9;1 Wire stay;7;1; ; ;0
569;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
570;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1; ;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
571;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
572;May; ;ABC;TRUE;NO;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
573;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
574;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
575;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
576;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
577;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
578;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1; ;No Stay;9;1 Wire stay;7;1; ; ;0
579;May; ;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;50/50 sqmm;7;459901;No Stay;11;1 Wire stay;1;1; ; ;0
580;May; ;ABC/3BC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50/50 sqmm;7;460136;No Stay;11;No Wire stay;7;None; ; ;0
581;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;7;460136;No Stay;9;No Wire stay;7;1; ; ;0
582;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;7;460136;No Stay;9;No Wire stay;7;None; ; ;0
583;May; ;ABC;TRUE;NO;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;7;460136;No Stay;9;1 Wire stay;7;1; ; ;0
584;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;460139;No Stay;9;No Wire stay;7;1; ; ;0
585;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;460293;No Stay;9;No Wire stay;7;2; ; ;0
586;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;369267;No Stay;9;No Wire stay;7;2; ; ;0
587;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;422802;No Stay;9;No Wire stay;7;2; ; ;0
588;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;1;50 sqmm;1;448626;No Stay;9;1 Wire stay;7;None; ; ;0
589;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;448626;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
590;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;423455;No Stay;9;1 Wire stay;7;1; ; ;0
591;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;423455;No Stay;9;No Wire stay;7;None; ; ;0
592;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;423455;No Stay;9;1 Wire stay;7;2; ; ;0
593;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;427166;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
594;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;427166;No Stay;9;No Wire stay;7;2; ; ;0
595;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;440602;No Stay;9;1 Wire stay;7;2; ; ;0
596;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;442061;No Stay;9;No Wire stay;7;1; ; ;0
597;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;442061;No Stay;9;1 Wire stay;7;None; ; ;0
598;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;442061;No Stay;9;1 Wire stay;7;None; ; ;0
599;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;442061;No Stay;9;1 Wire stay;7;1; ; ;0
600;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;448008;No Stay;9;No Wire stay;7;1; ; ;0
601;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;448008;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
602;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;448811;No Stay;9;1 Wire stay;7;1; ; ;0
603;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;448811;No Stay;9;No Wire stay;7;None; ; ;0
604;May; ;ABC;TRUE;YES;Wood;400;4WAY;Strut Pole;LV;Pole; ;50 sqmm;1;448811;No Stay;9;No Wire stay;7;None; ; ;0
605;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;467253;No Stay;9;No Wire stay;7;2; ; ;0
606;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;476864;No Stay;9;No Wire stay;7;2; ; ;0
607;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;427155;No Stay;9;1 Wire stay;7;none; ; ;0
608;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;427155;No Stay;9;1 Wire stay;7;None; ; ;0
609;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;427155;No Stay;9;1 Wire stay;7;1; ; ;0
610;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;474073;No Stay;9;1 Wire stay;7;1; ; ;0
611;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;474073;No Stay;9;1 Wire stay;7;None; ; ;0
612;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;471165;No Stay;9;No Wire stay;7;1; ; ;0
613;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;471165;No Stay;9;No Wire stay;7;None; ; ;0
614;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;2;50 sqmm;1;420388;No Stay;9;No Wire stay;7;None; ; ;0
615;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;2;50 sqmm;1;420388;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
616;May;NONE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NONE;50 sqmm;1;467755;No Stay;9;No Wire stay;7;1; ; ;0
617;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;467755;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
618;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;467755;No Stay;9;1 Wire stay;7;None; ; ;0
619;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;467755;No Stay;9;No Wire stay;7;None; ; ;0
620;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;467755;No Stay;9;1 Wire stay;7;1; ; ;0
621;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;471112;No Stay;9;1 Wire stay;7;1; ; ;0
622;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;471112;No Stay;9;No Wire stay;7;None; ; ;0
623;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;471112;No Stay;9;1 Wire stay;7;1; ; ;0
624;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;471112;No Stay;9;No Wire stay;7;None; ; ;0
625;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;473487;No Stay;9;1 Wire stay;7;1; ; ;0
626;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;473487;Out Rigger Stay;9;No Wire stay;7;2; ; ;0
627;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;NONE;50 sqmm;1;473487;No Stay;9;No Wire stay;7;None; ; ;0
628;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;473487;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
629;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;473487;No Stay;9;No Wire stay;7;None; ; ;0
630;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;473487;No Stay;9;1 Wire stay;7;1; ; ;0
631;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;471256;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
632;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;471256;No Stay;9;1 Wire stay;7;1; ; ;0
633;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;471256;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
634;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;471256;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
635;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;471256;No Stay;9;1 Wire stay;7;1; ; ;0
636;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;472408;No Stay;9;No Wire stay;7;1; ; ;0
637;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole;NONE;50 sqmm;1;472408;No Stay;9;No Wire stay;7;2; ; ;0
638;May;NOBE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NOBE;50 sqmm;1;472352;No Stay;9;No Wire stay;7;None; ; ;0
639;May;NOBE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NOBE;50 sqmm;1;472352;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
640;May;NOBE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NOBE;50 sqmm;1;472352;No Stay;9;1 Wire stay;7;1; ; ;0
641;May;NONE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NONE;50 sqmm;1;472335;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
642;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;472335;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
643;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;472335;No Stay;9;1 Wire stay;7;1; ; ;0
644;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;472298;No Stay;9;1 Wire stay;7;1; ; ;0
645;May;NONE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NONE;50 sqmm;1;472298;No Stay;9;1 Wire stay;7;None; ; ;0
646;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;472298;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
647;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;NONE;50 sqmm;1;472287;No Stay;9;No Wire stay;7;None; ; ;0
648;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;472287;No Stay;9;No Wire stay;7;2; ; ;0
649;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;472300;No Stay;9;1 Wire stay;7;1; ; ;0
650;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;472300;No Stay;9;No Wire stay;7;None; ; ;0
651;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;472300;No Stay;9;No Wire stay;7;None; ; ;0
652;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;472300;No Stay;9;1 Wire stay;7;2; ; ;0
